"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0400000US38","North Dakota","331481","3670","5.0","0.7","4.0","0.7","6.6","0.7","6.7","0.7","11.8","1.0","17.6","1.2","14.1","1.0","17.8","1.1","8.0","0.8","8.3","0.8","71970","2072","97699","2859","34.6","(X)","(X)","(X)","(X)","(X)","193761","4911","2.2","0.6","1.6","0.4","2.7","0.6","4.5","0.8","8.5","1.0","16.7","1.6","15.4","1.3","24.1","1.6","11.9","1.2","12.4","1.2","97853","2741","125399","4783","(X)","(X)","36.7","(X)","(X)","(X)","156026","4883","1.0","0.3","0.5","0.2","1.7","0.4","3.4","0.8","6.5","0.9","14.8","1.6","16.2","1.3","27.8","1.8","14.0","1.5","14.3","1.4","108453","2945","138061","5588","(X)","(X)","(X)","(X)","(X)","(X)","137720","4642","9.5","1.5","7.8","1.4","12.2","1.5","10.3","1.4","17.8","1.9","19.1","1.9","11.4","1.6","7.5","1.1","2.2","0.7","2.1","0.8","43372","1791","55371","2771","(X)","(X)","(X)","(X)","30.9","(X)",
"0400000US39","Ohio","4878206","13413","5.9","0.2","4.4","0.2","7.5","0.2","8.2","0.3","12.0","0.2","17.8","0.3","13.2","0.3","16.0","0.3","7.4","0.2","7.7","0.2","65720","618","90109","655","34.1","(X)","(X)","(X)","(X)","(X)","2983145","20221","3.6","0.2","2.0","0.1","4.4","0.2","5.8","0.3","10.0","0.3","17.3","0.4","15.1","0.4","20.7","0.4","10.4","0.3","10.9","0.3","86001","795","110719","941","(X)","(X)","35.5","(X)","(X)","(X)","2173755","19532","1.2","0.1","0.8","0.1","2.4","0.2","3.8","0.2","7.4","0.3","16.1","0.5","16.3","0.4","24.7","0.5","13.1","0.4","14.3","0.3","103290","866","129527","1126","(X)","(X)","(X)","(X)","(X)","(X)","1895061","22586","10.4","0.5","8.3","0.4","12.8","0.4","12.6","0.4","16.1","0.4","18.1","0.5","9.5","0.4","7.8","0.4","2.2","0.2","2.1","0.2","40164","580","54221","783","(X)","(X)","(X)","(X)","30.7","(X)",
"0400000US40","Oklahoma","1573180","5742","6.4","0.3","4.6","0.3","9.2","0.3","8.8","0.3","13.2","0.3","18.1","0.4","12.4","0.4","14.8","0.4","6.3","0.3","6.2","0.3","59673","689","82741","894","38.1","(X)","(X)","(X)","(X)","(X)","1017586","8941","4.2","0.3","2.4","0.2","5.8","0.3","6.8","0.4","12.0","0.4","18.5","0.5","14.6","0.5","18.7","0.6","8.4","0.4","8.5","0.4","75476","1109","98937","1378","(X)","(X)","39.4","(X)","(X)","(X)","746847","7970","1.7","0.2","1.4","0.2","3.6","0.3","4.7","0.3","9.6","0.5","18.2","0.6","16.6","0.7","22.7","0.7","10.7","0.5","10.8","0.4","90595","1253","114545","1704","(X)","(X)","(X)","(X)","(X)","(X)","555594","8237","11.7","0.6","9.2","0.6","16.0","0.8","12.6","0.7","16.2","0.7","16.9","0.9","7.2","0.5","6.7","0.6","1.8","0.2","1.6","0.2","35419","842","49318","1225","(X)","(X)","(X)","(X)","34.1","(X)",
"0400000US41","Oregon","1726340","6662","5.1","0.3","3.4","0.3","6.9","0.3","6.7","0.4","10.9","0.4","16.6","0.5","13.3","0.5","17.9","0.5","8.6","0.3","10.6","0.4","75657","1181","102923","1395","31.7","(X)","(X)","(X)","(X)","(X)","1041083","10346","3.1","0.3","1.5","0.2","3.8","0.3","5.0","0.4","9.5","0.6","16.0","0.6","14.3","0.6","21.2","0.7","11.3","0.5","14.4","0.5","93384","1850","123364","2103","(X)","(X)","32.7","(X)","(X)","(X)","788221","10754","1.4","0.3","0.7","0.2","2.3","0.3","3.5","0.4","7.4","0.5","14.9","0.7","14.9","0.7","23.7","0.7","13.3","0.6","17.9","0.7","108201","1427","140570","2488","(X)","(X)","(X)","(X)","(X)","(X)","685257","9930","9.0","0.6","6.7","0.6","12.1","0.7","9.6","0.6","14.0","0.7","17.9","0.8","11.1","0.6","11.7","0.7","3.9","0.4","4.0","0.4","48114","1595","66755","1634","(X)","(X)","(X)","(X)","28.7","(X)",
"0400000US42","Pennsylvania","5294065","14260","5.5","0.2","3.7","0.1","7.3","0.2","7.7","0.2","10.8","0.3","16.9","0.3","12.6","0.3","16.8","0.2","8.3","0.2","10.3","0.2","71798","557","100015","778","37.2","(X)","(X)","(X)","(X)","(X)","3294814","21729","3.1","0.2","1.7","0.1","4.2","0.2","5.4","0.2","9.2","0.3","16.1","0.4","14.0","0.3","20.9","0.4","11.2","0.2","14.3","0.3","93029","901","121871","989","(X)","(X)","39.1","(X)","(X)","(X)","2462324","19809","1.3","0.1","0.8","0.1","2.4","0.2","3.7","0.2","7.1","0.3","14.6","0.4","14.5","0.4","24.0","0.4","13.6","0.3","18.0","0.4","109173","930","140307","1198","(X)","(X)","(X)","(X)","(X)","(X)","1999251","19753","10.3","0.4","7.4","0.4","12.9","0.4","11.8","0.4","14.2","0.4","18.1","0.5","10.0","0.4","9.0","0.4","3.1","0.2","3.2","0.2","42203","636","60489","1072","(X)","(X)","(X)","(X)","32.9","(X)",
"0400000US44","Rhode Island","446688","3663","5.4","0.7","4.3","0.7","6.2","0.7","6.0","0.6","8.4","0.7","15.5","1.3","13.1","1.0","19.0","1.2","10.1","0.8","11.9","0.8","81854","2182","108023","3563","40.8","(X)","(X)","(X)","(X)","(X)","266935","5950","3.0","0.8","1.7","0.5","2.9","0.6","4.4","0.9","6.2","0.9","15.2","1.7","13.6","1.5","22.7","1.6","13.8","1.2","16.6","1.2","105989","3402","133207","5318","(X)","(X)","42.8","(X)","(X)","(X)","188207","5587","1.4","0.5","0.8","0.4","1.9","0.6","2.2","0.6","4.3","0.8","12.3","1.6","13.6","1.7","24.3","1.9","17.2","1.5","22.0","1.6","126702","3624","153078","4625","(X)","(X)","(X)","(X)","(X)","(X)","179753","6366","9.7","1.5","8.6","1.6","11.6","1.5","8.5","1.4","12.9","1.4","16.9","2.1","12.5","1.3","11.5","1.5","4.0","1.0","3.8","0.8","48459","3033","65595","3112","(X)","(X)","(X)","(X)","36.3","(X)",
"0400000US45","South Carolina","2136080","11784","6.1","0.3","4.2","0.3","7.8","0.3","8.8","0.4","12.6","0.4","17.4","0.4","13.5","0.4","15.6","0.5","6.6","0.3","7.5","0.3","64115","699","88704","1191","39.4","(X)","(X)","(X)","(X)","(X)","1398412","15620","3.7","0.4","2.2","0.3","5.3","0.3","7.0","0.4","11.2","0.5","17.0","0.6","15.4","0.6","19.5","0.6","8.8","0.4","10.1","0.5","79886","1144","105495","1515","(X)","(X)","40.6","(X)","(X)","(X)","1018293","15568","1.4","0.2","1.0","0.2","3.1","0.3","4.9","0.4","8.7","0.5","16.6","0.7","16.6","0.7","23.5","0.7","11.1","0.6","13.1","0.6","96419","1546","123598","2139","(X)","(X)","(X)","(X)","(X)","(X)","737668","13941","11.7","0.8","8.5","0.6","13.1","0.7","12.5","0.7","15.6","0.9","17.7","0.8","9.2","0.6","7.3","0.5","2.1","0.3","2.3","0.3","38426","805","53647","1611","(X)","(X)","(X)","(X)","36.2","(X)",
"0400000US46","South Dakota","368300","3163","5.0","0.6","3.8","0.4","7.3","0.7","7.5","0.7","11.5","0.9","18.4","1.1","14.3","0.8","18.2","1.0","7.1","0.8","6.9","0.6","69728","2128","90806","2578","32.8","(X)","(X)","(X)","(X)","(X)","224853","4463","2.8","0.5","1.4","0.4","4.3","0.7","4.6","0.8","8.8","0.9","17.9","1.3","16.8","1.1","23.9","1.4","10.0","1.1","9.5","0.8","89573","2352","110227","3274","(X)","(X)","33.3","(X)","(X)","(X)","177786","4467","1.0","0.4","0.9","0.3","2.7","0.6","3.0","0.7","6.8","0.8","16.0","1.4","18.2","1.3","27.9","1.6","12.1","1.4","11.5","1.0","101659","2047","123656","3725","(X)","(X)","(X)","(X)","(X)","(X)","143447","4427","9.0","1.3","7.8","1.1","12.5","1.4","12.7","1.5","16.8","1.7","19.6","1.8","9.0","1.1","7.9","1.2","2.1","0.8","2.6","0.8","42028","1473","57250","3600","(X)","(X)","(X)","(X)","31.0","(X)",
"0400000US47","Tennessee","2846684","11934","5.4","0.3","4.3","0.2","7.8","0.3","8.2","0.3","12.6","0.4","18.0","0.4","13.3","0.4","15.7","0.4","7.2","0.3","7.5","0.3","65254","848","89799","893","38.5","(X)","(X)","(X)","(X)","(X)","1846572","15493","3.9","0.3","2.0","0.2","4.8","0.3","6.3","0.4","11.2","0.4","17.9","0.5","15.1","0.5","19.5","0.5","9.3","0.4","10.0","0.4","80910","768","105555","1056","(X)","(X)","39.9","(X)","(X)","(X)","1342153","16381","1.5","0.2","1.0","0.1","2.8","0.3","4.3","0.3","9.0","0.4","17.2","0.6","16.3","0.5","23.3","0.6","11.7","0.6","12.8","0.5","96141","1240","123035","1405","(X)","(X)","(X)","(X)","(X)","(X)","1000112","16201","9.4","0.6","8.9","0.5","13.7","0.6","12.3","0.6","15.6","0.7","18.1","0.7","9.4","0.6","7.5","0.5","2.6","0.3","2.6","0.3","40285","651","56860","1331","(X)","(X)","(X)","(X)","34.2","(X)",
"0400000US48","Texas","11087708","20293","5.5","0.1","3.6","0.1","6.6","0.2","7.8","0.2","11.0","0.2","17.1","0.2","12.8","0.2","16.2","0.2","8.7","0.2","10.7","0.2","72284","443","101738","589","37.8","(X)","(X)","(X)","(X)","(X)","7483376","34294","4.0","0.1","2.1","0.1","4.8","0.2","6.6","0.2","9.8","0.2","16.1","0.3","13.6","0.3","18.7","0.3","10.7","0.2","13.5","0.2","86267","749","117182","878","(X)","(X)","40.6","(X)","(X)","(X)","5401546","28187","1.7","0.1","1.1","0.1","2.9","0.2","4.6","0.2","7.7","0.2","14.9","0.3","14.2","0.3","21.7","0.3","13.5","0.3","17.6","0.3","105245","833","137489","1094","(X)","(X)","(X)","(X)","(X)","(X)","3604332","30353","10.4","0.3","7.1","0.3","10.9","0.3","10.9","0.3","14.0","0.4","18.8","0.5","10.3","0.4","9.9","0.4","3.7","0.2","4.0","0.2","45999","586","64874","806","(X)","(X)","(X)","(X)","30.6","(X)",
"0400000US49","Utah","1129660","5750","3.0","0.3","2.4","0.3","4.1","0.3","5.9","0.4","9.1","0.5","17.0","0.6","14.4","0.5","21.0","0.6","11.2","0.5","11.9","0.5","89168","1807","114044","1634","34.2","(X)","(X)","(X)","(X)","(X)","830599","8372","2.0","0.3","1.3","0.2","2.5","0.3","4.0","0.4","7.5","0.5","16.3","0.7","15.0","0.6","24.2","0.7","13.1","0.6","14.1","0.5","102177","1231","127229","1894","(X)","(X)","33.7","(X)","(X)","(X)","672316","8906","1.0","0.2","1.0","0.2","2.0","0.3","2.9","0.3","6.2","0.5","14.4","0.7","15.2","0.7","26.1","0.8","14.7","0.7","16.4","0.7","111564","1748","138068","2270","(X)","(X)","(X)","(X)","(X)","(X)","299061","7544","7.0","0.9","5.9","0.8","9.0","0.7","11.7","1.0","14.7","1.2","20.2","1.6","12.4","1.0","10.4","0.9","4.8","0.9","3.9","0.6","51496","1620","69275","2365","(X)","(X)","(X)","(X)","32.3","(X)",
"0400000US50","Vermont","277090","3178","4.0","0.5","3.8","0.6","6.7","0.8","8.1","0.8","11.0","1.0","17.1","1.0","13.8","1.0","17.1","1.1","9.9","0.9","8.5","0.7","73991","2209","97261","2233","32.5","(X)","(X)","(X)","(X)","(X)","164496","4186","2.0","0.4","1.5","0.5","4.0","0.8","5.5","0.8","8.6","1.0","15.1","1.1","15.7","1.5","22.3","1.6","13.2","1.3","12.0","1.2","96345","2288","117603","3128","(X)","(X)","32.6","(X)","(X)","(X)","131234","4039","0.8","0.3","0.7","0.4","1.9","0.5","4.4","0.9","7.2","0.9","13.5","1.1","16.2","1.7","25.1","1.9","15.8","1.6","14.3","1.3","108671","3764","130659","3216","(X)","(X)","(X)","(X)","(X)","(X)","112594","4613","7.2","1.2","7.3","1.4","12.3","1.7","12.8","1.5","14.4","1.8","19.4","1.7","10.7","1.5","8.8","1.3","4.3","1.1","2.8","0.7","46022","1963","63143","2776","(X)","(X)","(X)","(X)","31.0","(X)",
"0400000US51","Virginia","3380607","12353","4.9","0.2","3.2","0.2","5.8","0.2","6.1","0.2","9.3","0.3","14.9","0.4","12.2","0.3","18.1","0.3","10.3","0.3","15.4","0.3","85873","763","119058","1107","37.2","(X)","(X)","(X)","(X)","(X)","2191916","15569","2.8","0.2","1.6","0.2","3.7","0.2","4.4","0.2","7.8","0.3","13.8","0.4","12.6","0.4","20.4","0.4","12.7","0.4","20.3","0.4","107101","1183","141078","1529","(X)","(X)","39.2","(X)","(X)","(X)","1642002","15837","1.0","0.1","0.8","0.1","2.0","0.2","2.9","0.2","5.5","0.3","11.9","0.4","12.7","0.4","22.6","0.5","15.1","0.5","25.5","0.5","126808","1265","163178","1873","(X)","(X)","(X)","(X)","(X)","(X)","1188691","14344","9.5","0.5","6.4","0.4","10.2","0.5","9.5","0.5","12.9","0.5","17.3","0.7","10.9","0.5","12.7","0.5","5.4","0.3","5.1","0.3","51436","772","73302","1440","(X)","(X)","(X)","(X)","32.4","(X)",
"0400000US53","Washington","3079953","10236","4.5","0.2","2.8","0.2","4.9","0.2","5.4","0.2","8.8","0.3","14.7","0.4","13.1","0.3","18.9","0.4","10.5","0.3","16.2","0.3","91306","841","125847","1146","33.3","(X)","(X)","(X)","(X)","(X)","1935445","12852","2.9","0.3","1.3","0.1","2.8","0.2","3.6","0.2","7.2","0.3","13.4","0.4","13.8","0.4","21.7","0.5","13.0","0.5","20.4","0.4","109192","1400","146344","1629","(X)","(X)","34.9","(X)","(X)","(X)","1499199","14808","1.5","0.2","0.6","0.1","1.7","0.2","2.5","0.2","5.5","0.3","12.0","0.4","13.5","0.5","23.3","0.6","14.8","0.5","24.6","0.5","124257","1347","165028","1915","(X)","(X)","(X)","(X)","(X)","(X)","1144508","13192","8.2","0.5","5.7","0.4","8.8","0.4","8.9","0.5","12.2","0.5","17.6","0.7","11.7","0.5","13.5","0.6","5.7","0.4","7.7","0.5","57299","1187","84851","1987","(X)","(X)","(X)","(X)","29.1","(X)",
"0400000US54","West Virginia","736341","6960","7.1","0.5","6.3","0.5","10.5","0.6","9.9","0.7","12.5","0.6","17.4","0.8","12.2","0.6","14.2","0.7","5.1","0.4","4.8","0.4","54329","1336","75265","1781","34.2","(X)","(X)","(X)","(X)","(X)","463064","6797","4.7","0.5","3.2","0.5","6.9","0.6","8.0","0.8","11.7","0.8","18.9","1.0","14.7","0.9","18.4","1.0","7.1","0.6","6.4","0.6","70318","1688","89306","2271","(X)","(X)","36.4","(X)","(X)","(X)","338510","6745","1.7","0.3","1.9","0.5","4.7","0.6","5.9","0.7","10.7","0.9","18.9","1.1","16.7","1.0","22.5","1.3","9.0","0.8","8.0","0.8","83915","1768","102844","2742","(X)","(X)","(X)","(X)","(X)","(X)","273277","7207","12.5","1.0","12.1","1.1","17.1","1.2","14.0","1.2","13.7","1.1","14.3","1.2","7.3","0.8","5.9","0.7","1.3","0.4","1.9","0.5","31082","879","48384","3043","(X)","(X)","(X)","(X)","29.3","(X)",
"0400000US55","Wisconsin","2491121","7766","4.6","0.2","3.5","0.2","7.0","0.2","7.4","0.3","12.0","0.3","18.1","0.3","13.7","0.3","18.1","0.3","8.0","0.3","7.6","0.2","70996","644","94085","862","32.1","(X)","(X)","(X)","(X)","(X)","1511105","14001","2.6","0.2","1.4","0.2","3.6","0.2","4.8","0.3","9.3","0.4","17.6","0.4","15.6","0.4","23.2","0.5","11.3","0.4","10.7","0.3","91700","825","114906","1212","(X)","(X)","33.5","(X)","(X)","(X)","1171977","12919","1.3","0.2","0.7","0.1","2.0","0.2","3.0","0.2","7.1","0.3","16.1","0.5","16.3","0.5","26.6","0.5","13.8","0.5","13.1","0.4","105109","945","129517","1505","(X)","(X)","(X)","(X)","(X)","(X)","980016","13484","8.4","0.5","6.8","0.3","12.9","0.5","12.1","0.5","16.7","0.6","19.3","0.5","10.4","0.5","8.8","0.4","2.1","0.2","2.4","0.2","42812","841","57892","1109","(X)","(X)","(X)","(X)","28.7","(X)",
"0400000US56","Wyoming","243321","3844","5.2","0.9","3.4","0.7","7.5","0.9","8.2","0.9","11.3","1.1","17.7","1.1","13.8","1.1","18.7","1.5","7.6","1.0","6.6","0.9","70042","2867","90018","3589","32.8","(X)","(X)","(X)","(X)","(X)","153365","4835","3.2","0.9","1.4","0.5","4.7","1.0","5.6","0.8","9.8","1.3","18.1","1.5","15.6","1.6","23.3","1.8","10.3","1.4","8.2","1.2","86552","3366","106006","5306","(X)","(X)","34.3","(X)","(X)","(X)","119329","4949","1.8","0.8","0.7","0.3","3.1","0.9","4.0","0.8","7.5","1.2","17.7","1.6","16.0","1.8","26.3","2.2","13.0","1.8","9.9","1.6","98789","4225","117273","5525","(X)","(X)","(X)","(X)","(X)","(X)","89956","4423","9.6","1.7","6.9","1.4","13.3","1.9","12.7","1.8","15.9","2.0","17.5","2.0","10.4","1.7","8.2","1.9","2.2","0.9","3.3","1.2","40019","2776","57301","3886","(X)","(X)","(X)","(X)","28.8","(X)",
"0400000US72","Puerto Rico","1289311","9077","22.4","0.6","10.8","0.5","18.2","0.6","12.5","0.5","12.9","0.6","10.8","0.4","5.6","0.4","3.9","0.3","1.6","0.2","1.5","0.2","24112","515","39142","949","35.5","(X)","(X)","(X)","(X)","(X)","820788","12139","16.7","0.8","8.9","0.6","18.1","0.8","13.6","0.7","14.3","0.8","13.2","0.7","6.7","0.5","4.9","0.4","1.9","0.3","1.8","0.3","29544","757","45243","1375","(X)","(X)","38.1","(X)","(X)","(X)","449853","9197","7.7","0.7","7.4","0.7","16.0","0.9","13.4","0.9","16.3","1.3","16.5","0.9","9.2","0.8","7.2","0.7","3.1","0.5","3.1","0.5","39637","1117","59169","2220","(X)","(X)","(X)","(X)","(X)","(X)","468523","9435","35.1","1.2","14.9","0.9","19.8","0.9","10.6","0.8","8.7","0.7","5.2","0.6","2.6","0.4","1.7","0.3","0.8","0.3","0.6","0.2","15006","414","24694","893","(X)","(X)","(X)","(X)","28.2","(X)",
